LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:112b26,DARAN hab ich noch\ngar nicht gedacht!,i hadn't even\nthought of THAT!,,Original,UsedVehicleInRace
line:ea9ec6,hmm,hmm,,Original,UsedVehicleInRace
line:40d4b1,ich schau vielleicht besser\nmal ins offizielle parkour-handbuch...,maybe i'd better check the\nofficial parkour handbook...,,Original,UsedVehicleInRace
line:cc39c9,nur für den fall!,just in case!,,Original,UsedVehicleInRace
line:c8f95a,hmmmmmm,hmmmmmm,,Original,UsedVehicleInRace
line:8fffed,aha!,aha!,,Original,UsedVehicleInRace
line:fab3d5,abschnitt 6.4...,section 6.4...,,Original,UsedVehicleInRace
line:e08d40,"""Zur Nutzung Von\nFahrzeugen Bei Parkour-Rennen""","""Regarding The Use Of\nVehicles During Parkour Races""",,Original,UsedVehicleInRace
line:4f6498,...,...,,Original,UsedVehicleInRace
line:179581,hmm,hmm,,Original,UsedVehicleInRace
line:da9a01,ach verdammt,aw darn,,Original,UsedVehicleInRace
line:c34403,"""Der Betrieb motorisierter Fahrzeuge ist\nbei JEDEM regelkonformen\nparkour-rennen verboten...""","""Motorized vehicle operation is\nforbidden during ANY regulation\ncompliant parkour race...""",,Original,UsedVehicleInRace
line:66255b,"""...ausnahmen für e-bikes\nsind möglich, siehe abschnitt 8.3""","""...exceptions for e-bikes can\napply, see section 8.3""",,Original,UsedVehicleInRace
line:387257,nun,well,,Original,UsedVehicleInRace
line:852f84,"klingt so, als wär's am ende\ndoch schummeln!",it sounds like it might\nbe cheating after all!,,Original,UsedVehicleInRace
line:5a580c,sorry!,sorry!,,Original,UsedVehicleInRace
line:69cc47,"nah, mein fehler!","nah, my bad!",,Player,UsedVehicleInRace
line:55d6ed,"wenn's nach mir ginge,\nwär das motorboot erlaubt!","if it was up to me,\ni'd allow the motorboat!",,Original,UsedVehicleInRace
line:2b40d2,aber wir müssen die vorschriften einhalten!,but we gotta follow regulation!,,Original,UsedVehicleInRace
line:34e175,uups!,oops!,,Player,UsedVehicleInRace
line:15deec,hab ich vergessen,i forgot,,Player,UsedVehicleInRace
line:2ee729,ugh...,ugh...,,Original,KidDeerStart
line:a71e28,uuuUGGHHHHH...,uuuUGGHHHHHH...,,Original,KidDeerStart
line:e8cad6,ähm,um,,Player,KidDeerStart
line:ba0be1,geht's dir gut?,are you ok?,,Player,KidDeerStart
line:906e6c,nein...,no...,,Original,KidDeerStart
line:43ca47,geht's nicht!,i'm not!,,Original,KidDeerStart
line:465c91,ICH STERBE!!!,I'M DYING!!!,,Original,KidDeerStart
line:5d9ab3,!?,!?,,Player,KidDeerStart
line:27f266,...VOR LANGEWEILE!!,...OF BOREDOM!!,,Original,KidDeerStart
line:afdb39,oh,oh,,Player,KidDeerStart
line:dc1d7a,*hust hust*,*cough cough*,,Original,KidDeerStart
line:5bd58a,das ist ein echt\nernstes problem,this is a very\nserious problem,,Original,KidDeerStart
line:822153,gibt's...,is there...,,Player,KidDeerStart
line:016e51,"irgendwas, das ich tun kann?",anything i can do?,,Player,KidDeerStart
line:267ad6,ich wollte doch nur mit dem boot fahren,all i wanted to do was ride the boat,,Original,KidDeerStart
line:849465,aber neeeeein,but noooooo,,Original,KidDeerStart
line:bb943d,"""du darfst nicht""","""you're not allowed""",,Original,KidDeerStart
line:d7811b,"""du musst warten,\nbis du älter bist""","""you have to wait\nuntil you're older""",,Original,KidDeerStart
line:ffa4a8,na rate mal,well guess what,,Original,KidDeerStart
line:db0c4a,ich bin jetzt älter!!,i'm older now!!,,Original,KidDeerStart
line:d21402,das war vor fünf minuten!,that was five minutes ago!,,DadDeer,KidDeerStart
line:9bb25d,ugh,ugh,,Original,KidDeerStart
line:4039dd,hashtag schlimmster Papa ever!!,hashtag worst dad ever!!,,Original,KidDeerStart
line:c84c06,jetzt mal langsam!,now hold on there!,,DadDeer,KidDeerStart
line:8c0c33,ich nehm dich später mit raus,i'll take you out later,,DadDeer,KidDeerStart
line:fadf32,aber später ist eine\nmillion jahre entfernt...,but later is a\nmillion years away...,,Original,KidDeerStart
line:b39d62,"oh, wehe mir...",oh woe is me...,,Original,KidDeerStart
line:46c240,ich werde nie mit dem boot fahren dürfen,i'll never get to ride the boat,,Original,KidDeerStart
line:ed5e58,*hust hust*,*cough cough*,,Original,KidDeerStart
line:408710,warum muss die welt\nnur so grausam sein?!,why must the world\nbe so cruel?!,,Original,KidDeerStart
line:388a4e,hey Claire,hey claire,,Original,DadDeerStart
line:df649e,wie geht's?,how's it going?,,Original,DadDeerStart
line:dfb032,ähm,um,,Player,DadDeerStart
line:8b4495,mir geht's gut,i'm alright,,Player,DadDeerStart
line:e243fc,wie läuft's geschäftlich?,how's business?,,Player,DadDeerStart
line:43809e,ruhig,quiet,,Original,DadDeerStart
line:5809db,immerhin komm ich ordentlich\nzum lesen!,at least i'm getting some\ngood reading time in!,,Original,DadDeerStart
line:122de8,ist das motorboot heute schon gebucht?,is the motorboat booked today?,,Player,DadDeerStart
line:388aed,"nö, noch nicht","nope, not yet",,Original,DadDeerStart
line:4c35a6,willst du 'ne runde drehen?,you wanna take it for a spin?,,Original,DadDeerStart
line:b45743,die miete kostet 100 münzen,the rental fee is 100 coins,,Original,DadDeerStart
line:82f28d,ja!!,yes!!,Dialogue choice.,Player,DadDeerStart
line:67ba47,ich WILL unbedingt 'ne runde drehen!,i DO wanna take it for a spin!,,Player,DadDeerStart
line:fe7c87,klar doch!,sure thing!,,Original,DadDeerStart
line:277232,nö,nah,Dialogue choice.,Player,DadDeerStart
line:676e79,vielleicht später,maybe later,,Original,DadDeerStart
line:e40407,alles klar,alright,,Original,DadDeerStart
line:370405,bis später!,talk to you later!,,Original,DadDeerStart
line:5eb4ae,hallo nochmal,hello again,,Original,DadDeerStart
line:d5c3a6,was gibt's neues?,what's new?,,Original,DadDeerStart
line:ae3809,kann ich das boot mieten?,can i rent the boat?,Dialogue choice.,Player,DadDeerStart
line:2b9c2a,klar doch!,of course!,,Original,DadDeerStart
line:59d52b,das sind nur 100 münzen\nfür den ganzen tag,it's just 100 coins\nfor the whole day,,Original,DadDeerStart
line:7e55d1,"nicht viel, und du?","not much, you?",Dialogue choice.,Player,DadDeerStart
line:43cae9,und...,and...,,Original,DadDeerRent
line:9334cb,hier ist der schlüssel!,here's the key!,,Original,DadDeerRent
line:66e44a,oh,oh,,Original,DadDeerRent
line:207ecf,und äh,and uh,,Original,DadDeerRent
line:2dffad,"du hast den provinz-leitfaden für\nmotorbootsicherheit gelesen, oder?",you've read the provincial motorboating\nsafety and operations guide eh?,,Original,DadDeerRent
line:958f3a,ähm,um,,Player,DadDeerRent
line:902ce4,klar!,yeah!,Dialogue choice.,Player,DadDeerRent
line:703c5a,super!,great!,,Original,DadDeerRent
line:e76b55,"na dann, viel spaß da draußen!","welp, have a good time out there!",,Original,DadDeerRent
line:ff9a51,...ja?,...yeah?,Dialogue choice.,Player,DadDeerRent
line:7750eb,also...,well...,,Original,DadDeerRent
line:fcb8db,nur für den fall,just in case,,Original,DadDeerRent
line:7c2557,du kannst dir meinen ausleihen,you can borrow mine,,Original,DadDeerRent
line:f6dcbe,viel spaß da draußen!,have a good time out there!,,Original,DadDeerRent
line:1f2a55,äh,uh,,Player,DadDeerRent
line:e2fa37,ich bin gerade etwas knapp bei kohle,i'm a bit short on cash,,Player,DadDeerRent
line:2c8a89,ich komm später nochmal vorbei!,i'll come back later!,,Player,DadDeerRent
line:a96655,steh nur hier rum,just standing here,,Original,DadDeerWhatUp
line:9ef62d,...,...,,Original,DadDeerWhatUp
line:b36f01,ist ziemlich gut,it's pretty good,,Original,DadDeerWhatUp
line:26b506,hey,hey,,Original,DadDeerRented
line:4f2175,"was geht, Claire?","what's up, claire?",,Original,DadDeerRented
line:74402b,MIT DEM BOOT STIMMT WAS NICHT,SOMETHING IS WRONG WITH THE BOAT,Dialogue choice.,Player,DadDeerRented
line:249dba,äh,uh,,Original,DadDeerRented
line:16db2b,was?,what?,,Original,DadDeerRented
line:7c995c,SORRY!,SORRY!,,Player,DadDeerRented
line:e80d92,ähm,um,,Player,DadDeerRented
line:179ab1,der motor macht komische geräusche...,the engine's making a weird noise...,,Player,DadDeerRented
line:924f07,hmm,hmm,,Original,DadDeerRented
line:ba347c,nun,well,,Original,DadDeerRented
line:b3c873,lass uns mal nachsehen,let's take a look at it,,Original,DadDeerRented
line:d87f95,"äh, kannst du das boot für mich ankern?","uhh, can you anchor the boat for me?",Dialogue choice.,Player,DadDeerRented
line:c9cf7f,ALLES BESTENS!,EVERYTHING'S FINE!,Dialogue choice.,Player,DadDeerRented
line:85db07,äh...,uh...,,Original,DadDeerRented
line:4779ab,schön zu hören?,glad to hear it?,,Original,DadDeerRented
line:4f0f31,was geht?,what's up?,,Player,DadDeerRented
line:dc9c53,hey,hey,,Player,DadDeerRented
line:378b0c,"was geht, Claire?","what's up, claire?",,Player,DadDeerRented
line:e42e3b,kannst du das boot für mich ankern?,can you anchor the boat for me?,Dialogue choice.,Player,DadDeerRented
line:a2fbb3,wie ist das buch?,how's the book?,Dialogue choice.,Player,DadDeerRented
line:bc08c1,eigentlich nichts!,nothing really!,Dialogue choice.,Player,DadDeerRented
line:b4bcf2,"nich viel, und du?","nothin' much, you?",Dialogue choice.,Player,DadDeerRented
line:12b632,ich überflieg das mal kurz...,i'll just skim through this...,,Player,BoatManualStart
line:4006dc,also...,so...,,Player,BoatManualStart
line:f0695c,<color=red>{{InteractButton}}</color> drücken zum beschleunigen,press <color=red>{{InteractButton}}</color> to accelerate,,Player,BoatManualStart
line:01c3ac,<color=red>{{UseItemButton}}</color> für rückwärtsgang,<color=red>{{UseItemButton}}</color> to reverse,,Player,BoatManualStart
line:eb4921,<color=red>{{MenuButton}}</color> zum aussteigen,<color=red>{{MenuButton}}</color> to dismount,,Player,BoatManualStart
line:ed2749,und <color=red>{{RunButton}}</color> zum hupen!,and <color=red>{{RunButton}}</color> to honk!,,Player,BoatManualStart
line:17d9b0,klingt einfach genug,sounds easy enough,,Player,BoatManualStart
line:7bba76,...,...,,Player,BoatManualStart
line:a9391c,hier steht auch,it also says,,Player,BoatManualStart
line:04d1b4,"""falls dein boot wegen unsachgemäßem\nbootfahren stecken bleibt,""","""if your boat becomes stuck due\nto improper boating conduct,""",,Player,BoatManualStart
line:df5fa4,"""NICHT in panik geraten!""","""do NOT panic!""",,Player,BoatManualStart
line:782d29,"""auch wenn's peinlich sein mag,\nüberwinde deinen stolz und\nfrag einen boot-veteranen um hilfe!""","""although you may feel embarrassed,\nswallow your pride and ask for help\nfrom a boating veteran!""",,Player,BoatManualStart
line:332024,eh,eh,,Player,BoatManualStart
line:f4a974,wird schon klappen,i should be fine,,Player,BoatManualStart
line:1ef4a0,"sieht aus, als bräuchte es\neinen schlüssel zum starten",looks like it needs\na key to start,,Original,NoBoatKeyStart
line:8e64b4,ich könnte dich mitnehmen!,i could take you out!,Dialogue choice.,Player,OfferBoat
line:0961f2,WARTE,WAIT,,Original,OfferBoat
line:7eb40f,meinst du das ernst?!,are you for real?!,,Original,OfferBoat
line:139388,ja!,yeah!,,Player,OfferBoat
line:178cbe,ich miete das boot jetzt!,i'm renting the boat now!,,Player,OfferBoat
line:58a1a9,omg!!,omigosh!!,,Original,OfferBoat
line:551c4e,PAPA ICH GEH MIT\nCLAIRE BOOT FAHREN,DAD I'M GOING\nBOATING WITH CLAIRE,,Original,OfferBoat
line:bd1c6e,"ooookay, viel spaß",oookay have fun,,DadDeer,OfferBoat
line:48f067,"CLAIRE, DU BIST DIE BESTE",CLAIRE YOU'RE THE BEST,,Original,OfferBoat
line:f64a4f,lass mich nur fertig machen...,just let me get ready...,,Original,OfferBoat
line:56af4f,...gute besserung?,...feel better soon?,Dialogue choice.,Player,OfferBoat
line:af6312,*schnief*,*sniff*,,Original,OfferBoat
line:d01b24,vielleicht irgendwaaann...,maybe somedaay...,,Original,OfferBoat
line:065de4,oh klar,oh sure,,Original,DadDeerNeedHelp
line:f4ff7d,bringen wir's heim!,let's bring her home!,,Original,DadDeerNeedHelp
line:c5381a,es liegt schon fest vor anker!,she's already anchored tight!,,Original,DadDeerNeedHelp
line:fbfa79,mein Papa lässt mich einen\nseiner fantasy-romane lesen,my dad's got me reading\none of his fantasy novels,,Original,KidDeerChillStart
line:f7663f,klang anfangs ziemlich lahm,it sounded kinda lame at first,,Original,KidDeerChillStart
line:71f814,"er musste mich quasi\nanbetteln, es zu lesen",he practically had to\nbeg me to read it,,Original,KidDeerChillStart
line:3c6b43,aber weißt du,but you know,,Original,KidDeerChillStart
line:34394e,es ist gar nicht so schlecht,it's not that bad,,Original,KidDeerChillStart
line:e81639,"was gibt's neues, Claire?","what's new, claire?",,Original,KidDeerChillStart
line:c80bd3,willst du wieder boot fahren?,you wanna go boating again?,Dialogue choice.,Player,KidDeerChillStart
line:29b3e1,"dachte schon, du fragst nie!",i thought you'd never ask!,,Original,KidDeerChillStart
line:395498,man sieht sich!,see ya!,Dialogue choice.,Player,KidDeerChillStart
line:64bfab,möcht nicht in deiner haut stecken!,wouldn't wanna be ya!,,Original,KidDeerChillStart
line:6c531c,jk,jk,,Original,KidDeerChillStart
line:6e6195,du bist cool,you're cool,,Original,KidDeerChillStart
line:8d7d52,peace,peace,,Original,KidDeerChillStart
line:dad4d7,also ich hab mich gefragt...,so i was wondering...,,Original,KidBoatFastPlease
line:3b9b4a,ja?,yeah?,,Player,KidBoatFastPlease
line:52bae3,können wir schnell fahren?,can we go fast?,,Original,KidBoatFastPlease
line:52d037,so wie,like,,Original,KidBoatFastPlease
line:301a90,WIRKLICH schnell?,REALLY fast?,,Original,KidBoatFastPlease
line:4e379f,"so schnell, wie das boot eben geht?",as fast as the boat will go?,,Original,KidBoatFastPlease
line:e0dbbd,ich versuch's!,i'll try!,,Player,KidBoatFastPlease
line:dacc48,"{{JumpButton}} halten, um den motor aufheulen zu lassen!",hold {{JumpButton}} to rev the engine!,,Player,KidBoatFastPlease
line:2447a4,"mal sehen, wie schnell\ndas ding wirklich kann!!",let's see how fast\nthis thing can go!!,,Player,KidBoatFastPlease
line:a87539,DAS ist mal tempo!,now THAT'S speed!,,Original,KidBoatRequestChallenge
line:9d3033,mein Papa fährt nie\nso schnell für mich!,my dad never goes\nthat fast for me!,,Original,KidBoatRequestChallenge
line:ba1488,was mich erinnert...,which reminds me...,,Original,KidBoatRequestChallenge
line:eaea8e,vor ein paar tagen hab ich mir\neine geile boots-challenge\nausgedacht,a few days ago i came\nup with this sick\nboating challenge,,Original,KidBoatRequestChallenge
line:334cee,aber Papa wollt's nicht mal versuchen!,but dad wouldn't even try it!,,Original,KidBoatRequestChallenge
line:b8d344,würdest du's mal versuchen?,would you give it a try?,,Original,KidBoatRequestChallenge
line:f4fed1,warum nicht?,why not?,Dialogue choice.,Player,KidBoatRequestChallenge
line:3dc436,vielleicht später,maybe later,Dialogue choice.,Player,KidBoatRequestChallenge
line:47be8c,ach,aw,,Original,KidBoatRequestChallenge
line:755c92,okay,okay,,Original,KidBoatRequestChallenge
line:b4399f,also...,so...,,Original,KidBoatRequestChallenge
line:3f999a,ähm,um,,Original,KidBoatRequestChallenge
line:e3652a,willst du meine boots-challenge versuchen?,you wanna try my boating challenge?,,Original,KidBoatRequestChallenge
line:80c6ea,willst du meine\nboots-challenge nochmal versuchen?,you wanna try my\nboating challenge again?,,Original,KidBoatRequestChallenge
line:c12810,auf geht's!,let's do it!,Dialogue choice.,Player,KidBoatRequestChallenge
line:b83e30,jetzt nicht,not now,Dialogue choice.,Player,KidBoatRequestChallenge
line:a64e7b,ach,aw,,Original,KidBoatRequestChallenge
line:8ea37b,okay,okay,,Original,KidBoatRequestChallenge
line:eabb51,kann ich dich absetzen?,can i drop you off?,Dialogue choice.,Player,KidBoatRequestChallenge
line:d00d5a,OH JA!!,AW YES!!,,Original,StartBoatChallenge
line:55002d,"DU BIST DER HAMMER, CLAIRE!!",YOU ROCK CLAIRE!!,,Original,StartBoatChallenge
line:aed3dd,ich muss noch was vorbereiten,i gotta set some stuff up,,Original,StartBoatChallenge
line:ab39a2,bin gleich zurück!,i'll be right back!,,Original,StartBoatChallenge
line:ea4014,awwwwwwww ja!,awwwwwwww yeah!,,Original,StartBoatChallenge
line:c79efb,auf geht's!,let's do it!,,Original,StartBoatChallenge
line:e24796,also hier ist die lage!,so here's the sitch!,,Original,BeforeBoatRaceStart
line:0d551d,ich hab ein paar checkpoints\nim wasser aufgebaut,i set up a bunch of\ncheckpoints in the water,,Original,BeforeBoatRaceStart
line:a38f6c,du musst nur alle\nder reihe nach treffen!,all you've got to do is\nhit them all in order!,,Original,BeforeBoatRaceStart
line:5c92db,wenn du unter 2 minuten bleibst,if you finish in under 2 minutes,,Original,BeforeBoatRaceStart
line:a00093,dann gewinnst du!,then you win!,,Original,BeforeBoatRaceStart
line:b82644,okay,okay,,Player,BeforeBoatRaceStart
line:1423bf,das krieg ich hin!,i think i can do that!,,Player,BeforeBoatRaceStart
line:ea6bd1,mach dich bereit!,get ready!,,Player,BeforeBoatRaceStart
line:d7b2d5,wir müssen los!,we've gotta get moving!,,Original,KidBoatRaceActive
line:4ef106,was ist?,what is it?,,Original,KidBoatRaceActive
line:d4c7e0,ich will nochmal von vorn,i wanna start over,Dialogue choice.,Player,KidBoatRaceActive
line:b4c94a,"schon gut, schon gut",fine fine,,Original,KidBoatRaceActive
line:0f388e,dann lass uns zurückfahren,let's head back then,,Original,KidBoatRaceActive
line:8256ba,ich geb auf,i give up,Dialogue choice.,Player,KidBoatRaceActive
line:4455c6,ach,aw,,Original,KidBoatRaceActive
line:ebefab,ok,ok,,Original,KidBoatRaceActive
line:494ec0,eigentlich nichts,nothing really,Dialogue choice.,Player,KidBoatRaceActive
line:1d011e,wir verschwenden kostbare sekunden!!,we're wasting precious seconds!!,,Original,KidBoatRaceActive
line:f6f689,hey Claire,hey claire,,Original,KidBoatRaceRunAway
line:ba27f5,hast du...,did you...,,Original,KidBoatRaceRunAway
line:4de3b8,...meine challenge vergessen?,...forget about my challenge?,,Original,KidBoatRaceRunAway
line:f76fad,"ich war überrascht, als\ndu vom boot gestiegen bist",i was surprised when\nyou got off the boat,,Original,KidBoatRaceRunAway
line:bad460,sorry!,sorry!,,Player,KidBoatRaceRunAway
line:9192d3,ich war nur abgelenkt!,i just got distracted!,,Player,KidBoatRaceRunAway
line:9a9206,du musst für die ganze challenge\nauf dem boot bleiben!,you've gotta stay on the\nboat for the whole challenge!,,Player,KidBoatRaceRunAway
line:455f3f,sorry!,sorry!,,Player,KidBoatRaceRunAway
line:a7e924,also äh,so uh,,Original,KidBoatAbandoned
line:523841,"mir war langweilig, wie ich\nim boot rumgewartet hab",i got a little bored waiting\naround in the boat,,Original,KidBoatAbandoned
line:0abeee,also hab ich's zurückgefahren,so i drove it back here,,Original,KidBoatAbandoned
line:cf4776,ähm,um,,Original,KidBoatAbandoned
line:f9a15b,"sag's nicht Papa, ok?","don't tell dad, ok?",,Original,KidBoatAbandoned
line:f1f691,ich hab das boot wieder heimgefahren!,i drove the boat home again!,,Original,KidBoatAbandoned
line:cfd474,"ich glaub, ich bin ziemlich gut darin!",i think i'm pretty good at this!,,Original,KidBoatAbandoned
line:234b93,...,...,,Original,CrashedBoatStart
line:510557,WOAH,WOAH,,Original,CrashedBoatStart
line:ab7e27,na,well,,Original,CrashedBoatStart
line:516f65,das war der hammer,that was awesome,,Original,CrashedBoatStart
line:e1315b,das war krass,that was crazy,,Player,CrashedBoatStart
line:a7bdf9,krass geil,crazy awesome,,Original,CrashedBoatStart
line:bd364d,"bin nur ich das,","is it just me,",,Player,BrokenBoatNoticedStart
line:a015df,oder klingt da was komisch?,or does something not sound right?,,Player,BrokenBoatNoticedStart
line:552dc8,...,...,,Original,BrokenBoatNoticedStart
line:0bb254,es ist der motor,it's the engine,,Original,BrokenBoatNoticedStart
line:31d5e4,das ist nicht gut,that's not good,,Player,BrokenBoatNoticedStart
line:ec602f,nein...,no...,,Original,BrokenBoatNoticedStart
line:35e776,ist es nicht!,it's not!,,Original,BrokenBoatNoticedStart
line:a16c90,vielleicht,maybe,,Player,BrokenBoatNoticedStart
line:f18530,geht das von selbst wieder weg?,it will just go away?,,Player,BrokenBoatNoticedStart
line:7f6aec,ich weiß nicht,i don't know,,Original,BrokenBoatNoticedStart
line:8bb793,...,...,,Original,BrokenBoatNoticedStart
line:691082,mist,shoot,,Original,BrokenBoatNoticedStart
line:91d2be,MIST!,SHOOT!,,Original,BrokenBoatNoticedStart
line:b44318,DAS IST MEINE SCHULD,THIS IS MY FAULT,,Original,BrokenBoatNoticedStart
line:30181e,ICH HAB DIE RAMPE GEBAUT,I MADE THE RAMP,,Original,BrokenBoatNoticedStart
line:79bb42,ist schon ok,it's alright,,Player,BrokenBoatNoticedStart
line:ead7e9,"WAS, WENN DAS BOOT WIRKLICH KAPUTT IST",WHAT IF THE BOAT IS REALLY BROKEN,,Original,BrokenBoatNoticedStart
line:5280bc,"WAS, WENN ES SINKT!?",WHAT IF IT SINKS!?,,Original,BrokenBoatNoticedStart
line:11fc99,keine sorge!,don't worry!,,Player,BrokenBoatNoticedStart
line:c200d5,"WAS, WENN ES EXPLODIERT!?",WHAT IF IT EXPLODES!?,,Original,BrokenBoatNoticedStart
line:5aa153,es wird nicht explodieren!,it's not gonna explode!,,Player,BrokenBoatNoticedStart
line:103d20,aber,but,,Player,BrokenBoatNoticedStart
line:c1eb7e,äh,uhh,,Player,BrokenBoatNoticedStart
line:dface3,wir sollten wohl jemanden\ndrüberschauen lassen,we should probably have\nsomeone take a look,,Player,BrokenBoatNoticedStart
line:086b5f,"Papa wüsste, wie man's repariert...",dad would know how to fix it...,,Original,BrokenBoatNoticedStart
line:554faa,aber,but,,Original,BrokenBoatNoticedStart
line:e2d14e,er hat mir irgendwie gesagt,he kinda told me,,Original,BrokenBoatNoticedStart
line:b28245,<color=#B7A288>ich soll die rampe nicht benutzen...</color>,<color=#B7A288>not to use the ramp...</color>,,Original,BrokenBoatNoticedStart
line:26032d,oh,oh,,Player,BrokenBoatNoticedStart
line:63c3f3,"er wird total ""enttäuscht"" von mir sein","he's gonna be all ""disappointed"" in me",,Original,BrokenBoatNoticedStart
line:63ba67,ughhhhhhhhh,ughhhhhhhhh,,Original,BrokenBoatNoticedStart
line:f2e661,gibt's hier sonst noch jemanden?,maybe there's someone else around?,,Player,BrokenBoatNoticedStart
line:0abe4f,"der sich so, keine ahnung,","that knows, like",,Player,BrokenBoatNoticedStart
line:754325,mit booten auskennt?,boat stuff?,,Player,BrokenBoatNoticedStart
line:39c03c,es muss doch jemanden geben!!,there's gotta be someone!!,,Original,BrokenBoatNoticedStart
line:1a1215,also...,so...,,Player,DadFixedBoatStart
line:f8b5f0,ist es repariert?,is it fixed?,,Player,DadFixedBoatStart
line:ebbd58,jup,yeah,,Original,DadFixedBoatStart
line:88fe7c,einer der propeller hat sich\nein bisschen verbogen,one of the props got a\nlittle bent out of shape,,Original,DadFixedBoatStart
line:a532a3,haste 'nen baumstamm gerammt oder so?,you hit a log or somethin?,,Original,DadFixedBoatStart
line:64aa8f,also...,well...,,Player,DadFixedBoatStart
line:a3f2ae,jupp!,yup!,,DeerKidBoat,DadFixedBoatStart
line:b663f4,ein baumstamm!,a log!,,DeerKidBoat,DadFixedBoatStart
line:d2cd54,klassischer baumstamm,classic log,,DeerKidBoat,DadFixedBoatStart
line:7f075b,ha,ha,,DeerKidBoat,DadFixedBoatStart
line:6636f3,...nicht wirklich,...not exactly,,DeerKidBoat,DadFixedBoatStart
line:67ce9d,na gut,well,,Original,DadFixedBoatStart
line:3db378,pass beim nächsten mal\neinfach besser auf,just make sure you're\nmore careful next time,,Original,DadFixedBoatStart
line:9fbc55,alles klar?,alright?,,Original,DadFixedBoatStart
line:a99050,ja...,yeah...,,DeerKidBoat,DadFixedBoatStart
line:662d6e,machen wir,we will,,DeerKidBoat,DadFixedBoatStart
line:58fd6a,"danke, Papa",thanks dad,,DeerKidBoat,DadFixedBoatStart
line:3f72cc,kein problem!,no problem!,,Original,DadFixedBoatStart
line:1f3085,"ja, mach ich!","yeah, i will!",,Original,DadFixedBoatStart
line:4d1ca5,...uuund das war's dann auch schon!,...aaaand that should be it!,,Original,DuckFixedBoatStart
line:acf92d,das war's schon!?,that's all!?,,Player,DuckFixedBoatStart
line:de2a61,das war's schon!,that's all!,,Original,DuckFixedBoatStart
line:7580e5,hab nur 'nen Propeller wieder gerade gebogen,just bent a prop back into shape,,Original,DuckFixedBoatStart
line:0346f5,sollte jetzt wieder schnurren wie ein Kätzchen!,should be purring like a kitten now!,,Original,DuckFixedBoatStart
line:dc8639,"OMG, VIELEN DANK!!",OMIGOSH THANK YOU SO MUCH!!,,DeerKidBoat,DuckFixedBoatStart
line:098ee1,ich hab mir solche Sorgen gemacht!!,i was so worried!!,,DeerKidBoat,DuckFixedBoatStart
line:836530,kein Problemo!,no problemo!,,Original,DuckFixedBoatStart
line:7b6963,wie ist das eigentlich passiert?,"how'd this happen, anyway?",,Original,DuckFixedBoatStart
line:8dc13c,äh,uh,,DeerKidBoat,DuckFixedBoatStart
line:1bb085,wir haben irgendwie,we kinda,,DeerKidBoat,DuckFixedBoatStart
line:98d131,sind über 'ne Rampe gefahren,drove it off a ramp,,DeerKidBoat,DuckFixedBoatStart
line:5e5232,heh,heh,,Original,DuckFixedBoatStart
line:1c8f99,nice,nice,,Original,DuckFixedBoatStart
line:7a82dc,das Boot ist aber nicht wirklich\nfür sowas gebaut,"that boat's not really built\nfor that kinda action, though",,Original,DuckFixedBoatStart
line:160609,huh,huh,,DeerKidBoat,DuckFixedBoatStart
line:810552,ich frag mich...,i wonder...,,DeerKidBoat,DuckFixedBoatStart
line:ff1a90,...könnten wir's zu so einem Boot MACHEN!?,...could we MAKE it that kinda boat!?,,DeerKidBoat,DuckFixedBoatStart
line:c98240,hmm!!,hmm!!,,Original,DuckFixedBoatStart
line:6cc9f6,gute Frage!,good question!,,Original,DuckFixedBoatStart
line:5d5645,ähh,uhh,,Player,DuckFixedBoatStart
line:b6aea4,"ich glaub, wir sollten lieber los",i think we'd better get going,,Player,DuckFixedBoatStart
line:59d92c,na gut,alrighty,,Original,DuckFixedBoatStart
line:ef1e2a,ich muss sowieso wieder\nzurück zum Faulenzen,"i gotta get back to\nslacking off, anyway",,Original,DuckFixedBoatStart
line:60a587,nochmal danke!,thanks again!,,Player,DuckFixedBoatStart
line:a2346b,ähm,um,,Player,FishBuyerBrokenBoat
line:ed810d,ich war nur neugierig...,i was just curious...,,Player,FishBuyerBrokenBoat
line:a51dd6,aber weißt du zufällig was\nüber Bootsreparaturen?,but do you happen to know\nanything about boat repair?,,Player,FishBuyerBrokenBoat
line:12c5ef,heh,heh,,Original,FishBuyerBrokenBoat
line:7c72dc,und ob!,i sure do!,,Original,FishBuyerBrokenBoat
line:fd9684,also,now,,Original,FishBuyerBrokenBoat
line:0abcfc,ich werd jetzt nicht bescheiden sein,i ain't gonna be modest about this,,Original,FishBuyerBrokenBoat
line:b37395,wenn's um Boote geht...,when it comes to boats...,,Original,FishBuyerBrokenBoat
line:eb8dca,kenn ich das Drinnen und Draußen,i know the ins and outs,,Original,FishBuyerBrokenBoat
line:28267f,das Links und Rechts,the lefts and rights,,Original,FishBuyerBrokenBoat
line:8cc70e,das Rauf und Runter,the ups and downs,,Original,FishBuyerBrokenBoat
line:3be7b3,"und jedes andere Hin und Her,\ndas dir einfällt!",and any other this ways and\nthat ways you can think of!,,Original,FishBuyerBrokenBoat
line:83350a,warum fragste?,why do ya ask?,,Original,FishBuyerBrokenBoat
line:e87663,also,well,,Player,FishBuyerBrokenBoat
